question,expected_ans,predicted_ans,article_id,matched_articles,pass_fail,reason,brand,ans_exp_5,cited_new,matched_article_new
What is CSG?,"CSG is an outbound lead generation program.  Prospects who are on the Farmers Hawaii website or on an aggregator site may receive a call from a CSG Representative. 
The CSG Representative will indicate that we received their request for an auto insurance quote and attempt to transfer the prospect to a Farmers Hawaii Representative.  The prospect has entered all of the information necessary to generate a quote triggering the CSG Representative to call. 
Generally, if the prospect is on the Farmers Hawaii website, they are familiar with Farmers Hawaii, but if the prospect if on an aggregator site, they may not be familiar with Farmers Hawaii. 
CSG Representatives are extremely timely; this outbound call can be placed as soon as the customer completes the quote online as we strive to be the prospect's first contact.  However, in many instances, the prospect has not received the rate.",CSG stands for Consolidated Service Group. It is a team of specialists who work together to provide a single point of contact for customers who have multiple policies with Farmers Insurance.,kaD4T000000H6tmUAC,kaD4T000000H6tmUAC,Partial Pass,Incomplete Answer; nan,Farmers HI,foobar,"[('kaD4T000000H6tmUAC', 5.0)]","[('kaD4T000000H6tmUAC', 5.0), ('kaD4T000000CnumUAC', 1.0833333333333333), ('kaD4T000000HDSDUA4', 1.0333333333333332), ('kaD4T000000H3iuUAC', 0.8333333333333333), ('kaD4T000000HDQsUAO', 0.7833333333333332)]"
What does it mean when violations have Y on chargeble box?,Chargeable violations are violations that have a Y in the chargeable box.," Y means the violation is Chargeable. Chargeable violations impact your 
Good Driver Discount eligibility and may also impact your premium.",kaD4T0000008UNpUAM,"kaD4T0000008UNpUAM
kaD4T0000008j0bUAA",Pass,nan; nan,Farmers Specialty Auto,foobar,"[('kaD4T0000008UNpUAM', 2.0), ('kaD4T0000008j0bUAA', 1.0), ('kaD4T0000004EKuUAM', 0.25)]","[('kaD4T0000008UNpUAM', 2.0), ('kaD4T0000008j0bUAA', 1.0), ('kaD4T0000008WHUUA2', 0.5333333333333333), ('kaD4T000000PB60UAG', 0.3333333333333333), ('kaD4T0000008UGnUAM', 0.25)]"
What's required in a comment for adding EFT?,"	
What was done?
Reason why
Verified form (if needed)"," The EFT (Electronic Funds Transfer) comment should include the Bank Routing Number, Bank Account Number, and the Bank Name. ",kaD4T000000XkC2UAK,kaD4T000000L0yfUAC,Fail,Unable to find Target Article; Article has no reference of EFT.,Farmers,foobar,"[('kaD4T000000XkC2UAK', 1.0), ('kaD4T000000L0yfUAC', 0.5), ('kaD4T000000XeKsUAK', 0.5), ('kaD4T000000XgxNUAS', 0.25)]","[('kaD4T000000XkC2UAK', 5.0), ('kaD4T000000L0yfUAC', 1.0), ('kaD4T000000XgxNUAS', 0.8333333333333333), ('kaD4T000000XeKsUAK', 0.75), ('kaD4T0000009K2nUAE', 0.7)]"
What authorizarion form should MCO 19 policies use?,MCO 19 policies must use Bristol West/Foremost EFT authorization forms.,Bristol West/Foremost EFT authorization forms should be used for MCO 19 policies,kaD4T000000POouUAG,kaD4T000000POouUAG,Pass,nan; nan,Bristol West,foobar,"[('kaD4T000000POouUAG', 5.0), ('kaD4T000000POmGUAW', 0.5)]","[('kaD4T000000POouUAG', 5.0), ('kaD4T000000POmGUAW', 1.3333333333333333), ('kaD4T000000Xf3dUAC', 1.15), ('kaD4T000000POlWUAW', 1.0), ('kaD1L000000L30NUAS', 0.6666666666666666)]"
When can we use exception documents for  NY CARCO UW inspection?,"New and Unused Vehicle Purchase
Vehicle must be:
Unused
Never titled
Have an odometer reading less than 1,000 miles and
Purchased from a franchised automobile dealership
Leased Vehicle
The vehicle has been leased from a dealer within the last six months
A lease or rental agreement containing a description of the leased automobile, including its condition, must be provided."," Exception documents can be used for NY CARCO UW inspection when the vehicle is not accessible for inspection.
",kaD4T000000XmJLUA0,,Fail,Unable to find Target Article; Need ID to check where the ans is coming from ,Farmers Specialty Auto,foobar,[],"[('kaD4T000000TNIvUAO', 3.0), ('kaD4T000000028CUAQ', 1.5), ('kaD4T00000093zJUAQ', 0.9166666666666665), ('kaD4T0000008VAEUA2', 0.4), ('kaD4T000000PMqsUAG', 0.3333333333333333)]"
Is POR acceptable if it is in Spanish?,No," Yes, a Proof of Residency (POR) in Spanish is acceptable, as long as it contains the required information, such as the policyholder's name, address, and the date the document was issued. ",kaD4T000000XeNmUAK,"kaD4T000000XeNmUAK
kaD4T000000TNIvUAO
kaD4T000000PMq1UAG",Fail,Wrong Summarization within Article; Article does not state it is accepted,Farmers Specialty Auto,foobar,"[('kaD4T000000XeNmUAK', 5.0), ('kaD4T000000TNIvUAO', 1.0), ('kaD4T000000PMq1UAG', 0.25), ('kaD4T00000093zJUAQ', 0.25)]","[('kaD4T000000XeNmUAK', 5.0), ('kaD4T000000TNIvUAO', 2.5), ('kaD4T0000008T9XUAU', 1.6666666666666665), ('kaD4T00000093zJUAQ', 1.0), ('kaD1L000000CdHoUAK', 0.6000000000000001)]"
How does an aegent view there alerts?,"Process
Log onto BWP
Go to the Manage My Customers tab
Select Policy Alerts to choose an option to view."," An agent can view their alerts by logging onto BWP, going to the Manage My Customers tab, and selecting Policy Alerts. ",kaD4T0000004HRSUA2,kaD4T0000004HRSUA2,Pass,nan; nan,Farmers Specialty Auto,foobar,"[('kaD4T0000004HRSUA2', 5.0)]","[('kaD4T0000004HRSUA2', 5.0), ('kaD4T0000009UQpUAM', 1.8666666666666665), ('kaD4T000000PMkNUAW', 1.4166666666666665), ('kaD4T0000008j0WUAQ', 1.2), ('kaD4T0000008VzZUAU', 1.0333333333333332)]"
"When placing an extension, what is the date that I should use?","Extensions are placed from the due date, not the date placed",The extension date should be within 10 days of the next diary date.,kaD4T0000004dpNUAQ,kaD4T0000004dpNUAQ,Pass,nan; nan,Farmers Specialty Auto,foobar,"[('kaD4T0000008VapUAE', 2.0), ('kaD4T0000004dpNUAQ', 1.8333333333333333), ('kaD4T0000008WJBUA2', 1.0)]","[('kaD4T0000008VapUAE', 4.5), ('kaD4T0000004dpNUAQ', 2.3333333333333335), ('kaD4T0000008WJBUA2', 1.2), ('kaD4T0000009GIoUAM', 1.1666666666666665), ('kaD4T000000bwuRUAQ', 0.8333333333333333)]"
Can AU  handle COVERAGE34D ?,Yes," Yes, COVERAGE34D is handled by Account Underwriting (AU). 
",kaD1L000000PDsJUAW,"kaD1L000000PDsJUAW
kaD4T000000XlAPUA0
kaD4T000000blRzUAI",Pass,nan; nan,Farmers,foobar,"[('kaD1L000000PDsJUAW', 2.3333333333333335), ('kaD4T000000PMvJUAW', 0.5), ('kaD4T000000XlAPUA0', 0.3333333333333333), ('kaD4T000000CmmjUAC', 0.25), ('kaD4T000000blRzUAI', 0.2)]","[('kaD1L000000PDsJUAW', 3.3333333333333335), ('kaD4T000000PMvJUAW', 2.1666666666666665), ('kaD4T000000PMhcUAG', 1.5833333333333333), ('kaD4T000000PEmJUAW', 1.0), ('kaD4T0000009akmUAA', 0.75)]"
When is mock affidevit used?,"The Mock Affidavit is used for policyholders who were not insured at the time of the citation for a ""No No-Fault Insurance"" violation. At their court appearance, the judge may want confirmation that they now have insurance. ",A mock affidavit is used when the customer did not have insurance at the time the citation was received.,kaD4T000000PKmyUAG,kaD4T000000PKmyUAG,Pass,nan; nan,Farmers HI,foobar,"[('kaD4T000000PKmyUAG', 5.0)]","[('kaD4T000000PKmyUAG', 5.0), ('kaD4T000000Xls7UAC', 2.333333333333333), ('kaD4T000000PKWRUA4', 1.7499999999999998), ('kaD4T000000PKmtUAG', 0.9833333333333334), ('kaD4T000000PKmAUAW', 0.8500000000000001)]"
Is there a lapse fee to renew in NY ?,Article found has no answer," Yes, there is a $15 fee to renew a policy in NY ",kaD4T000000POJYUA4,kaD4T000000POTYUA4,Fail,Creative Answer; No answer in the article,Bristol West,foobar,"[('kaD4T000000CgQcUAK', 1.0), ('kaD1L000000L4EnUAK', 0.5), ('kaD4T000000Cnx0UAC', 0.25)]","[('kaD4T000000Cnx0UAC', 1.5833333333333333), ('kaD4T000000CgQcUAK', 1.5), ('kaD4T000000POYrUAO', 1.0), ('kaD1L000000TOzhUAG', 1.0), ('kaD4T000000Co7yUAC', 1.0)]"
What do I do when recieiving no connect error message when ordering an MVR on a New Business policy?,"Verify all information is correct. 
If information is correct attempt to re-order reports at later time."," Verify all information is correct. If information is correct attempt to re-order reports at later time.
",kaD4T000000Co4fUAC,kaD4T000000Co4fUAC,Fail,Wrong Summarization within Article; Answer  not found,Bristol West,foobar,"[('kaD4T000000Co4fUAC', 1.5)]","[('kaD4T000000Co4fUAC', 1.5), ('kaD4T000000Cb07UAC', 1.5), ('kaD4T000000Co0eUAC', 0.6666666666666666), ('kaD4T000000CnzRUAS', 0.45), ('kaD4T000000XiB5UAK', 0.25)]"
How do I work the PIRCNX report?,"***Only Process If You Have Been Formally Trained***
*** Do not process report or temporary reinstatement on Friday ***
1.	Review article How to pull the PIRCNX Report 
2.	For each policy, access the listed mod in PSP
3.	Verify the cancellation date matches the mod effective date
4.	Hover over ""Policy"" tab and select Policy Holder Preference screen
5.	Update the EFT Terminate Reason to ""DNW - Did Not Want EFT"" and the Email Declined reason to ""NA- Not Applicable""
6.	Hover over ""Policy"" and select the Basic Contract Detail screen
7.	Click ""Reinstate Policy""
8.	Click ""Catch Output Form""
9.	On the form, update the state to CA and MCO to 44
10.	Enter the policy number with the mod
11.	Update Return Output to No
12.	Fill in your name, office location, phone extension and email
a.	If you do not have a phone extension, enter 12345
13.	Click Submit the Request
14.	Return to the policy and verify the Reinstatement Date matches the effective date/ current cancel date
15.	Click Submit to reinstate the policy
16.	Leave the following PC Diary Comments:
a.	***WORKING PIRCNX REPORT*** TEMP REIN POL TO CORRECT CNX CODE TO PFN EFF 00/00/00. WILL F/U TOMORROW TO CNX PFN
b.	""CDBPRI"" with no other text
17.	On the next business day, policies will need to be re-cancelled with the PFN cancel code
a.	How to cancel the policy
b.	If the policy is already pending cancellation, clear the NAD before manually canceling the policy
***Only process if formally trained***
 
i.	Access As400
ii.	Enter option for Receivables and press enter
iii.	Enter option for Direct Bill and press enter
iv.	Enter option for Billing Adjustments and press enter
v.	Place the policy number including the mod on the allotted lines and press enter
vi.	Type a ""1"" for Adjust Next Activity on the line next to the correct policy/mod
vii.	Find the installment line that has an N4 scheduled on a past date, and in the corresponding Date, Notice, and Reason lines key the + button 3 times.
viii.	Press Enter
ix.	Type Y to confirm
x.	Reload the policy in PSP to proceed with cancelling PFN
"," The HowTo_Process section of the PIRCNX report states that Service Operations needs to be contacted for assistance with this report. 
",kaD4T0000004VWzUAM,kaD4T0000008TAZUA2,Fail,Unable to find Target Article; Article picked is not related to the question,Farmers Specialty Auto,foobar,"[('kaD4T0000000DeKUAU', 0.5)]","[('kaD4T0000000DeKUAU', 2.083333333333333), ('kaD4T0000004a8yUAA', 1.7), ('kaD4T000000PMeJUAW', 1.5333333333333332), ('kaD4T0000008UsrUAE', 1.25), ('kaD4T0000008T0jUAE', 1.0)]"
Why is the endorsement still pending?,"If the endorsement is still pending the next day, there may be an error.",The endorsement is still pending because there is an error in the policy comments.,kaD4T0000008UPHUA2,"kaD4T0000008U23UAE
kaD4T0000008UPHUA2",Pass,nan; nan,Farmers Specialty Auto,foobar,"[('kaD4T0000008UPHUA2', 1.7), ('kaD4T0000008U23UAE', 1.5), ('kaD4T0000008Yq2UAE', 0.25), ('kaD4T0000009RN4UAM', 0.25), ('kaD4T0000008VJyUAM', 0.2)]","[('kaD4T0000008UPHUA2', 1.7), ('kaD4T0000008U23UAE', 1.5), ('kaD4T0000008j0WUAQ', 1.2), ('kaD4T0000008lqvUAA', 1.0), ('kaD4T0000008VTFUA2', 0.5)]"
How to reach Farmers SIU ?,"Farmers Special Investigations Unit (SIU) can be reached via
Voicemail: 888-662-6616
Email: siu.resource.center@farmersinsurance.com",The contact number for Farmers SIU is 800-435-7764,kaD4T000000PMqnUAG,kaD4T000000PMqnUAG,Pass,nan; nan,Farmers Specialty Auto,foobar,"[('kaD4T000000PMqnUAG', 1.0)]","[('kaD4T000000PMqnUAG', 4.0), ('kaD4T000000PMhjUAG', 1.5), ('kaD4T000000CeiRUAS', 1.0), ('kaD4T000000PMnOUAW', 0.75), ('kaD4T000000HGEvUAO', 0.5)]"
How do customer use moneygram?,"Customer goes to a MoneyGram location. See Moneygram.com/Locations  
Required to process payment: 
Receive code = 13006 
Auto policy number 
Complete the blue MoneyGram form or pick up the MoneyGram phone to speak with a MoneyGram representative 
Pay the cashier/counter and gets a confirmation pin 
Payment must be manually applied to the account, please allow 48-72 hours for PA to process the payment. Payment will be posted with the proper postmark date into PSP. ",Farmers Hawaii Point - MoneyGram allows customers to pay their insurance premiums through MoneyGram.,kaD4T000000XaYtUAK,kaD4T000000XaYtUAK,Pass,nan; nan,Farmers HI,foobar,"[('kaD4T000000XaYtUAK', 2.0)]","[('kaD4T000000XaYtUAK', 5.0), ('kaD4T000000bp1vUAA', 1.8333333333333333), ('kaD4T000000PGL5UAO', 1.4333333333333331), ('kaD4T000000XmmyUAC', 1.4166666666666665), ('kaD4T000000PKmjUAG', 0.95)]"
What is the financial responsibility office location for Kahului?,"Financial Responsibility Section Maui County
Maui Mall Shopping Center
70 East Kaahumanu Ave, Ste A-17
Kahului, HI 96732
Maui DMV: maui.dmvl@mauicounty.gov"," I cannot determine the answer to that due to lack of context.
",kaD4T000000buiaUAA,kaD4T000000buiaUAA,Pass,nan; nan,Farmers HI,foobar,"[('kaD4T000000buiaUAA', 2.333333333333333)]","[('kaD4T000000buiaUAA', 3.333333333333333), ('kaD4T000000HDVWUA4', 1.75), ('kaD4T000000TNY9UAO', 1.0), ('kaD4T000000PMhcUAG', 1.0), ('kaD4T000000PKZQUA4', 0.7)]"
What is the AZ earthquake covrage for coverage limitation?,"$500,000 "," The AZ earthquake coverage limit is $500,000. ",kaD1L000000Cc2vUAC,kaD4T0000008Y8OUAU,Pass,nan; nan,Commercial,foobar,"[('kaD1L000000Cc2vUAC', 2.0), ('kaD4T0000008Y8OUAU', 0.45)]","[('kaD1L000000Cc2vUAC', 3.0), ('kaD4T0000008Y8JUAU', 1.3333333333333333), ('kaD4T000000XdVCUA0', 1.0833333333333333), ('kaD1L0000004ETDUA2', 0.7833333333333333), ('kaD4T0000008Y8OUAU', 0.45)]"
What is the Hyper Care IT support timeline for EPC system?,2/3 - 2/17,The current timeline for EPC system issues is 24x7.,kaD4T0000008qEEUAY,kaD4T0000008qEEUAY,Pass,nan; nan,Farmers Specialty Auto,foobar,"[('kaD4T0000008qEEUAY', 1.0)]","[('kaD4T0000008qEEUAY', 5.0), ('kaD4T000000HGDRUA4', 1.1666666666666665), ('kaD4T000000PH82UAG', 1.0), ('kaD4T000000PMsLUAW', 1.0), ('kaD4T0000008VFCUA2', 0.7333333333333334)]"
What is the loss run requirement for state of ND,"Upon written and notarized authorization or request of the policyholder, loss information shall be mailed or delivered within 20 days of receipt of the request by the insured."," I cannot determine the answer to that due to lack of context.
",kaD4T000000HJHVUA4,,Fail,Unable to find Target Article; nan,Commercial,foobar,[],"[('kaD4T000000HJHVUA4', 5.0), ('kaD4T000000PHR4UAO', 2.5), ('kaD4T0000008Y1eUAE', 1.6666666666666665), ('kaD4T000000XnRLUA0', 1.15), ('kaD1L000000PmGYUA0', 0.7)]"
What states can I accept a verbal cancellation request?,The state of Washington requires insurers to accept an insured's verbal request for cancellation.," Based on this document, Washington state allows verbal cancellation requests.
",kaD4T000000XnqVUAS,kaD4T000000PKlWUAW,Pass,nan; nan,Commercial,foobar,"[('kaD4T000000XnqVUAS', 1.0), ('kaD4T000000PKlWUAW', 0.6666666666666666)]","[('kaD4T000000XnqVUAS', 5.0), ('kaD4T000000H9tvUAC', 2.5), ('kaD4T000000PKlWUAW', 1.45), ('kaD4T000000Xo3UUAS', 0.9833333333333334), ('kaD4T0000004Ig4UAE', 0.5833333333333333)]"
What Tasks does the Service Assist Program assist with?,"	Billing inquiries
	Digital enrollment
	Policy updates
	Agency Dashboard alerts
"," The Service Assist Program assists with various tasks such as policy changes, endorsements, cancellations, reinstatements, and payments
",kaD4T000000HGDCUA4,kaD4T000000HGDCUA4,Pass,nan; nan,Bristol West,foobar,"[('kaD4T000000HGDCUA4', 5.0)]","[('kaD4T000000HGDCUA4', 5.0), ('kaD4T000000PMvJUAW', 2.083333333333333), ('kaD4T000000bo0KUAQ', 1.8333333333333333), ('kaD4T000000PMcHUAW', 0.5833333333333333), ('kaD4T000000PMvAUAW', 0.4)]"
How do I process a trampline in Agent360?,"Processing in Agent360 via PolicyCenter:
1. Pull up the policy via PolicyCenter
2. Ask the Customer / Agent the questions above regarding the trampoline and how it is used.
3. Click on the Action dropdown to start a new change.
4. Enter the effective date, what you are processing and who is initiating the change.
5. Via Chat Assist, reach out to Underwriting to have them select Yes for the Trampoline, since Service Ops doesn't have the access.
Once the information has been updated, there could be additional questions from Underwriting asked about the trampoline.
6. Quote the change and Issue.
7. If an Umbrella exists, make sure to add the trampoline to that policy as well.
8. Document - Agent360 - Documentation (/articles/Knowledge/Agent360-Documentation)"," I cannot determine the answer to that due to lack of context.
",kaD4T000000PN9uUAG,kaD4T000000PN9uUAG,Fail,Wrong Summarization within Article; nan,FWS,foobar,"[('kaD4T000000PN9uUAG', 1.3333333333333333)]","[('kaD4T000000PN9uUAG', 1.3333333333333333), ('kaD4T000000POknUAG', 1.0), ('kaD4T000000PMsVUAW', 0.5333333333333333), ('kaD4T000000H6OGUA0', 0.5), ('kaD4T000000POLPUA4', 0.5)]"
